"","Term","Freq","id","class"
"19967","今度",1,24,"b"
"19968","前",1,24,"b"
"19969","適宜",1,24,"b"
"19970","６月",1,24,"b"
"19971","山崎",1,24,"b"
"19972","康",1,24,"b"
"19973","横浜",1,24,"b"
"19974","関内",2,24,"b"
"19975","ＤｅＮＡ",1,24,"b"
"19976","ＪＲ",1,24,"b"
"19977","快適",1,24,"b"
"19978","新た",1,24,"b"
"19979","たち",1,24,"b"
"19980","ら",1,24,"b"
"19981","年",1,24,"b"
"19982","日",3,24,"b"
"19983","時",1,24,"b"
"19984","時間",2,24,"b"
"19985","歌",1,24,"b"
"19986","程度",1,24,"b"
"19987","０",1,24,"b"
"19988","１",2,24,"b"
"19989","２",4,24,"b"
"19990","５",3,24,"b"
"19991","ため",1,24,"b"
"19992","もの",1,24,"b"
"19993","られる",1,23,"b"
"19994","れる",2,23,"b"
"19995","する",3,23,"b"
"19996","なる",1,23,"b"
"19997","出せる",1,23,"b"
"19998","戻す",1,23,"b"
"19999","打つ",1,23,"b"
"20000","投げる",3,23,"b"
"20001","見込む",1,23,"b"
"20002","話す",1,23,"b"
"20003","いく",1,23,"b"
"20004","いる",2,23,"b"
"20005","マーク",1,23,"b"
"20006","三振",1,23,"b"
"20007","先発",1,23,"b"
"20008","失点",1,23,"b"
"20009","実戦",1,23,"b"
"20010","復帰",2,23,"b"
"20011","調整",1,23,"b"
"20012","関係",1,23,"b"
"20013","問題",1,23,"b"
"20014","イニング",1,23,"b"
"20015","イースタン",2,23,"b"
"20016","コーチ",1,23,"b"
"20017","リーグ",1,23,"b"
"20018","体力",1,23,"b"
"20019","安打",1,23,"b"
"20020","左肩",2,23,"b"
"20021","投手",1,23,"b"
"20022","最速",1,23,"b"
"20023","状態",1,23,"b"
"20024","雄",1,23,"b"
"20025","ＯＫ",1,23,"b"
"20026","今季",1,23,"b"
"20027","以来",1,23,"b"
"20028","明日",1,23,"b"
"20029","６月",1,23,"b"
"20030","メットライフ",1,23,"b"
"20031","ヤクルト",2,23,"b"
"20032","土肥",1,23,"b"
"20033","戸田",2,23,"b"
"20034","西武",1,23,"b"
"20035","阪神",1,23,"b"
"20036","不調",1,23,"b"
"20037","キロ",1,23,"b"
"20038","回",1,23,"b"
"20039","戦",2,23,"b"
"20040","日",4,23,"b"
"20041","星",1,23,"b"
"20042","球",1,23,"b"
"20043","軍",2,23,"b"
"20044","１",6,23,"b"
"20045","２",4,23,"b"
"20046","３",1,23,"b"
"20047","４",5,23,"b"
"20048","５",2,23,"b"
"20049","６",1,23,"b"
"20050","７",1,23,"b"
"20051","ため",1,23,"b"
"20052","れる",1,22,"b"
"20053","ある",1,22,"b"
"20054","する",7,22,"b"
"20055","なる",1,22,"b"
"20056","やる",1,22,"b"
"20057","向ける",1,22,"b"
"20058","回る",1,22,"b"
"20059","振り払う",1,22,"b"
"20060","残す",1,22,"b"
"20061","残る",1,22,"b"
"20062","決まる",2,22,"b"
"20063","発す",1,22,"b"
"20064","目指す",1,22,"b"
"20065","示す",1,22,"b"
"20066","立つ",1,22,"b"
"20067","行う",1,22,"b"
"20068","騒がせる",1,22,"b"
"20069","いる",6,22,"b"
"20070","しまう",1,22,"b"
"20071","お話し",1,22,"b"
"20072","タックル",1,22,"b"
"20073","予定",1,22,"b"
"20074","優勝",3,22,"b"
"20075","即",1,22,"b"
"20076","困惑",1,22,"b"
"20077","対応",1,22,"b"
"20078","対戦",1,22,"b"
"20079","決定",1,22,"b"
"20080","波及",1,22,"b"
"20081","消化",1,22,"b"
"20082","監督",2,22,"b"
"20083","試合",1,22,"b"
"20084","連敗",1,22,"b"
"20085","降格",1,22,"b"
"20086","集中",1,22,"b"
"20087","順延",1,22,"b"
"20088","問題",2,22,"b"
"20089","アメフト",2,22,"b"
"20090","リーグ",1,22,"b"
"20091","世間",1,22,"b"
"20092","入れ替え",1,22,"b"
"20093","勝ち",1,22,"b"
"20094","大学",3,22,"b"
"20095","後手",1,22,"b"
"20096","春季",1,22,"b"
"20097","最下位",1,22,"b"
"20098","本部",1,22,"b"
"20099","構え",1,22,"b"
"20100","状況",1,22,"b"
"20101","端",1,22,"b"
"20102","話題",1,22,"b"
"20103","部員",1,22,"b"
"20104","雑念",1,22,"b"
"20105","雨天",1,22,"b"
"20106","首位",1,22,"b"
"20107","これ",1,22,"b"
"20108","それ",1,22,"b"
"20109","何",1,22,"b"
"20110","一生懸命",1,22,"b"
"20111","全体",1,22,"b"
"20112","６月",1,22,"b"
"20113","一本杉",1,22,"b"
"20114","中大",1,22,"b"
"20115","仲村",1,22,"b"
"20116","国士舘",1,22,"b"
"20117","多摩",1,22,"b"
"20118","専大",1,22,"b"
"20119","恒一",1,22,"b"
"20120","拓大",1,22,"b"
"20121","日大",3,22,"b"
"20122","東都",1,22,"b"
"20123","可能",1,22,"b"
"20124","完全",1,22,"b"
"20125","悪質",1,22,"b"
"20126","ぶり",1,22,"b"
"20127","勝",1,22,"b"
"20128","大",1,22,"b"
"20129","季",1,22,"b"
"20130","度目",1,22,"b"
"20131","性",1,22,"b"
"20132","戦",2,22,"b"
"20133","敗",1,22,"b"
"20134","日",4,22,"b"
"20135","点",1,22,"b"
"20136","週",1,22,"b"
"20137","部",5,22,"b"
"20138","１",5,22,"b"
"20139","２",5,22,"b"
"20140","３",3,22,"b"
"20141","４",1,22,"b"
"20142","５",3,22,"b"
"20143","６",1,22,"b"
"20144","８",3,22,"b"
"20145","９",2,22,"b"
"20146","きり",1,22,"b"
"20147","こと",1,22,"b"
"20148","の",1,22,"b"
"20149","れる",1,21,"b"
"20150","かける",1,21,"b"
"20151","する",6,21,"b"
"20152","捕る",1,21,"b"
"20153","放つ",1,21,"b"
"20154","行う",1,21,"b"
"20155","見せる",1,21,"b"
"20156","走る",1,21,"b"
"20157","越える",1,21,"b"
"20158","いる",1,21,"b"
"20159","先発",2,21,"b"
"20160","出場",2,21,"b"
"20161","出塁",1,21,"b"
"20162","指名",2,21,"b"
"20163","注目",1,21,"b"
"20164","登板",1,21,"b"
"20165","記録",1,21,"b"
"20166","試合",3,21,"b"
"20167","連続",1,21,"b"
"20168","防御",1,21,"b"
"20169","アーチ",1,21,"b"
"20170","エンゼル",1,21,"b"
"20171","スタジアム",1,21,"b"
"20172","スタメン",2,21,"b"
"20173","セベリーノ",1,21,"b"
"20174","ソロ",1,21,"b"
"20175","ブルージェイズ",1,21,"b"
"20176","中",1,21,"b"
"20177","中前",1,21,"b"
"20178","二塁打",1,21,"b"
"20179","右",2,21,"b"
"20180","四球",1,21,"b"
"20181","塁",1,21,"b"
"20182","安打",1,21,"b"
"20183","左",1,21,"b"
"20184","打数",1,21,"b"
"20185","打球",1,21,"b"
"20186","打者",2,21,"b"
"20187","投",1,21,"b"
"20188","投手",2,21,"b"
"20189","抜群",1,21,"b"
"20190","指",1,21,"b"
"20191","敵",2,21,"b"
"20192","通り",1,21,"b"
"20193","今季",1,21,"b"
"20194","時間",1,21,"b"
"20195","アップトン",1,21,"b"
"20196","エンゼルス",2,21,"b"
"20197","カルフーン",1,21,"b"
"20198","キンズラー",1,21,"b"
"20199","コザート",1,21,"b"
"20200","シモンズ",1,21,"b"
"20201","トラウト",1,21,"b"
"20202","ニューヨーク",1,21,"b"
"20203","ヒーニー",1,21,"b"
"20204","プホルス",1,21,"b"
"20205","マルドナド",1,21,"b"
"20206","ヤンキース",4,21,"b"
"20207","大谷",4,21,"b"
"20208","平",1,21,"b"
"20209","日本",1,21,"b"
"20210","翔",2,21,"b"
"20211","遊",1,21,"b"
"20212","安定",1,21,"b"
"20213","勝",1,21,"b"
"20214","号",1,21,"b"
"20215","回",2,21,"b"
"20216","地",2,21,"b"
"20217","感",1,21,"b"
"20218","戦",3,21,"b"
"20219","敗",1,21,"b"
"20220","日",6,21,"b"
"20221","死",1,21,"b"
"20222","率",1,21,"b"
"20223","番",2,21,"b"
"20224","・",1,21,"b"
"20225","一",1,21,"b"
"20226","三",1,21,"b"
"20227","二",1,21,"b"
"20228","０",1,21,"b"
"20229","１",3,21,"b"
"20230","２",12,21,"b"
"20231","３",3,21,"b"
"20232","４",4,21,"b"
"20233","５",6,21,"b"
"20234","６",1,21,"b"
"20235","７",2,21,"b"
"20236","９",1,21,"b"
"20237","以下",1,21,"b"
"20238","せる",1,20,"b"
"20239","ある",1,20,"b"
"20240","いう",1,20,"b"
"20241","かかる",1,20,"b"
"20242","する",8,20,"b"
"20243","なる",1,20,"b"
"20244","保つ",1,20,"b"
"20245","分かる",1,20,"b"
"20246","守る",1,20,"b"
"20247","対する",1,20,"b"
"20248","応じる",1,20,"b"
"20249","打つ",1,20,"b"
"20250","払う",1,20,"b"
"20251","投げる",3,20,"b"
"20252","放つ",1,20,"b"
"20253","期す",1,20,"b"
"20254","来る",1,20,"b"
"20255","決める",1,20,"b"
"20256","空く",1,20,"b"
"20257","見る",1,20,"b"
"20258","話す",1,20,"b"
"20259","重ねる",1,20,"b"
"20260","いく",1,20,"b"
"20261","いる",4,20,"b"
"20262",".",1,20,"b"
"20263","予定",2,20,"b"
"20264","会見",1,20,"b"
"20265","先発",2,20,"b"
"20266","出場",2,20,"b"
"20267","回避",1,20,"b"
"20268","注意",1,20,"b"
"20269","登板",2,20,"b"
"20270","監督",1,20,"b"
"20271","相談",1,20,"b"
"20272","試合",3,20,"b"
"20273","説明",2,20,"b"
"20274","負担",2,20,"b"
"20275","起用",1,20,"b"
"20276","連続",1,20,"b"
"20277","配分",1,20,"b"
"20278","重視",1,20,"b"
"20279","開幕",1,20,"b"
"20280","驚愕",1,20,"b"
"20281","問題",1,20,"b"
"20282","GM",1,20,"b"
"20283","スタッフ",1,20,"b"
"20284","スタメン",1,20,"b"
"20285","チーム",1,20,"b"
"20286","ビリー・エプラー",1,20,"b"
"20287","フリー",1,20,"b"
"20288","ブルペン",1,20,"b"
"20289","ペース",2,20,"b"
"20290","ホームラン",1,20,"b"
"20291","マイク・ソーシア",1,20,"b"
"20292","メジャー",1,20,"b"
"20293","メディカル",1,20,"b"
"20294","ルイス・セベリーノ",1,20,"b"
"20295","ルーキー",1,20,"b"
"20296","一打",1,20,"b"
"20297","体",1,20,"b"
"20298","前例",1,20,"b"
"20299","動画",1,20,"b"
"20300","右中間",1,20,"b"
"20301","安打",1,20,"b"
"20302","席",1,20,"b"
"20303","平",1,20,"b"
"20304","感じ",1,20,"b"
"20305","打撃",1,20,"b"
"20306","打点",1,20,"b"
"20307","打率",1,20,"b"
"20308","打者",1,20,"b"
"20309","投手",3,20,"b"
"20310","敵",1,20,"b"
"20311","本塁打",1,20,"b"
"20312","本拠地",1,20,"b"
"20313","様子",1,20,"b"
"20314","次元",1,20,"b"
"20315","気",1,20,"b"
"20316","理由",1,20,"b"
"20317","記者",1,20,"b"
"20318","話題",1,20,"b"
"20319","距離",1,20,"b"
"20320","間隔",1,20,"b"
"20321","面",1,20,"b"
"20322","飛",1,20,"b"
"20323","ここ",1,20,"b"
"20324","前",1,20,"b"
"20325","時期",1,20,"b"
"20326","時間",1,20,"b"
"20327","次回",1,20,"b"
"20328","近年",1,20,"b"
"20329","DH",1,20,"b"
"20330","エンゼルス",1,20,"b"
"20331","ヤンキース",2,20,"b"
"20332","リカバリー",1,20,"b"
"20333","大谷",4,20,"b"
"20334","日本",2,20,"b"
"20335","翔",2,20,"b"
"20336","慎重",1,20,"b"
"20337","細心",1,20,"b"
"20338","豪快",1,20,"b"
"20339","中",1,20,"b"
"20340","地",1,20,"b"
"20341","戦",2,20,"b"
"20342","日",5,20,"b"
"20343","歳",1,20,"b"
"20344","番",1,20,"b"
"20345","階",1,20,"b"
"20346","10",1,20,"b"
"20347","12",1,20,"b"
"20348","15",1,20,"b"
"20349","19",1,20,"b"
"20350","2",1,20,"b"
"20351","23",1,20,"b"
"20352","25",1,20,"b"
"20353","26",1,20,"b"
"20354","27",2,20,"b"
"20355","28",1,20,"b"
"20356","319",1,20,"b"
"20357","5",2,20,"b"
"20358","6",1,20,"b"
"20359","こと",2,20,"b"
"20360","ため",1,20,"b"
"20361","の",1,20,"b"
"20362","せる",1,19,"b"
"20363","れる",1,19,"b"
"20364","する",10,19,"b"
"20365","なる",1,19,"b"
"20366","伝える",1,19,"b"
"20367","分かる",1,19,"b"
"20368","取れる",1,19,"b"
"20369","奪う",1,19,"b"
"20370","守る",1,19,"b"
"20371","崩れ落ちる",1,19,"b"
"20372","思う",1,19,"b"
"20373","捕る",1,19,"b"
"20374","放つ",1,19,"b"
"20375","敷く",1,19,"b"
"20376","生まれる",1,19,"b"
"20377","称える",1,19,"b"
"20378","組む",1,19,"b"
"20379","置く",1,19,"b"
"20380","見せる",1,19,"b"
"20381","誇る",1,19,"b"
"20382","飛び越える",1,19,"b"
"20383","いる",10,19,"b"
"20384","みせる",1,19,"b"
"20385","コメント",1,19,"b"
"20386","シフト",1,19,"b"
"20387","ジャンプ",1,19,"b"
"20388","プレー",6,19,"b"
"20389","代表",1,19,"b"
"20390","位置",2,19,"b"
"20391","信頼",2,19,"b"
"20392","公開",1,19,"b"
"20393","反応",1,19,"b"
"20394","呼吸",1,19,"b"
"20395","回避",1,19,"b"
"20396","存在",1,19,"b"
"20397","意思",1,19,"b"
"20398","把握",1,19,"b"
"20399","激突",1,19,"b"
"20400","疎通",1,19,"b"
"20401","監督",2,19,"b"
"20402","紹介",2,19,"b"
"20403","衝突",1,19,"b"
"20404","言及",1,19,"b"
"20405","送球",2,19,"b"
"20406","連係",2,19,"b"
"20407","CUT",1,19,"b"
"20408","Cut",1,19,"b"
"20409","MLB",2,19,"b"
"20410","お互い",1,19,"b"
"20411","アウト",1,19,"b"
"20412","アストロズ",1,19,"b"
"20413","アルトゥー",5,19,"b"
"20414","アルトゥーベ",1,19,"b"
"20415","インディアンス",2,19,"b"
"20416","カルロス・コレア",1,19,"b"
"20417","コレア",6,19,"b"
"20418","コンビ",3,19,"b"
"20419","コーナー",2,19,"b"
"20420","ゴロ",1,19,"b"
"20421","サイト",3,19,"b"
"20422","ヒンチ",2,19,"b"
"20423","ベース",1,19,"b"
"20424","マーウィン・ゴンザレス",1,19,"b"
"20425","メジャー",1,19,"b"
"20426","ラミレス",1,19,"b"
"20427","一塁",2,19,"b"
"20428","両者",2,19,"b"
"20429","二塁",2,19,"b"
"20430","二塁手",1,19,"b"
"20431","全幅",1,19,"b"
"20432","初回",1,19,"b"
"20433","動画",4,19,"b"
"20434","右",1,19,"b"
"20435","周り",1,19,"b"
"20436","場面",1,19,"b"
"20437","打球",1,19,"b"
"20438","昨季",1,19,"b"
"20439","最強",1,19,"b"
"20440","様子",1,19,"b"
"20441","横",1,19,"b"
"20442","横っ飛び",1,19,"b"
"20443","球",1,19,"b"
"20444","考え方",1,19,"b"
"20445","言葉",1,19,"b"
"20446","記事",1,19,"b"
"20447","話題",1,19,"b"
"20448","走者",1,19,"b"
"20449","軍団",2,19,"b"
"20450","遊撃手",1,19,"b"
"20451","遊間",5,19,"b"
"20452","選手",1,19,"b"
"20453","間",1,19,"b"
"20454","阿吽",1,19,"b"
"20455","これ",1,19,"b"
"20456","彼ら",2,19,"b"
"20457","一番",1,19,"b"
"20458","世界一",2,19,"b"
"20459","今回",1,19,"b"
"20460","時間",1,19,"b"
"20461","AJ",1,19,"b"
"20462","ホセ",1,19,"b"
"20463","日本",1,19,"b"
"20464","公式",2,19,"b"
"20465","十分",1,19,"b"
"20466","正確",1,19,"b"
"20467","絶妙",3,19,"b"
"20468","見事",1,19,"b"
"20469","感",1,19,"b"
"20470","戦",1,19,"b"
"20471","手",1,19,"b"
"20472","日",2,19,"b"
"20473","死",1,19,"b"
"20474","2",1,19,"b"
"20475","24",1,19,"b"
"20476","25",1,19,"b"
"20477","4",2,19,"b"
"20478","二",5,19,"b"
"20479","こと",2,19,"b"
"20480","ん",2,19,"b"
"20481","際",1,19,"b"
"20482","れる",3,18,"b"
"20483","する",8,18,"b"
"20484","できる",2,18,"b"
"20485","なる",1,18,"b"
"20486","はぐらかす",1,18,"b"
"20487","仕留める",2,18,"b"
"20488","及ぶ",1,18,"b"
"20489","叩き込む",1,18,"b"
"20490","打つ",1,18,"b"
"20491","称える",1,18,"b"
"20492","立てる",1,18,"b"
"20493","行う",1,18,"b"
"20494","見せる",1,18,"b"
"20495","見る",1,18,"b"
"20496","込める",1,18,"b"
"20497","進める",1,18,"b"
"20498","いる",2,18,"b"
"20499","チャレンジ",1,18,"b"
"20500","予定",1,18,"b"
"20501","会見",1,18,"b"
"20502","先発",2,18,"b"
"20503","出場",1,18,"b"
"20504","回避",1,18,"b"
"20505","対戦",4,18,"b"
"20506","攻略",1,18,"b"
"20507","準備",1,18,"b"
"20508","監督",3,18,"b"
"20509","苦戦",1,18,"b"
"20510","試合",1,18,"b"
"20511","話",1,18,"b"
"20512","警戒",1,18,"b"
"20513","連戦",2,18,"b"
"20514","開幕",1,18,"b"
"20515","驚愕",1,18,"b"
"20516","アウト",1,18,"b"
"20517","アーロン・ブーン",1,18,"b"
"20518","ソロ",1,18,"b"
"20519","フリー",1,18,"b"
"20520","ブーン",2,18,"b"
"20521","マウンド",1,18,"b"
"20522","ルイス・セベリーノ",1,18,"b"
"20523","レベル",1,18,"b"
"20524","一打",1,18,"b"
"20525","世界",1,18,"b"
"20526","作戦",1,18,"b"
"20527","力",1,18,"b"
"20528","動画",1,18,"b"
"20529","右中間",1,18,"b"
"20530","右翼",1,18,"b"
"20531","向こう",1,18,"b"
"20532","封じ",1,18,"b"
"20533","席",1,18,"b"
"20534","平",1,18,"b"
"20535","意気込み",1,18,"b"
"20536","打撃",1,18,"b"
"20537","打者",4,18,"b"
"20538","投手",5,18,"b"
"20539","敵",1,18,"b"
"20540","最高",1,18,"b"
"20541","月",1,18,"b"
"20542","本拠地",1,18,"b"
"20543","次元",1,18,"b"
"20544","話題",1,18,"b"
"20545","距離",1,18,"b"
"20546","飛",1,18,"b"
"20547","いつ",1,18,"b"
"20548","彼",1,18,"b"
"20549","我々",1,18,"b"
"20550","今週",1,18,"b"
"20551","前",1,18,"b"
"20552","時間",1,18,"b"
"20553","DH",1,18,"b"
"20554","エンゼルス",1,18,"b"
"20555","ヤンキース",2,18,"b"
"20556","大谷",6,18,"b"
"20557","日本",1,18,"b"
"20558","翔",2,18,"b"
"20559","残念",2,18,"b"
"20560","豪快",1,18,"b"
"20561","号",1,18,"b"
"20562","地",1,18,"b"
"20563","日",6,18,"b"
"20564","末",1,18,"b"
"20565","番",1,18,"b"
"20566","階",1,18,"b"
"20567","1",1,18,"b"
"20568","25",1,18,"b"
"20569","26",1,18,"b"
"20570","27",2,18,"b"
"20571","28",2,18,"b"
"20572","3",2,18,"b"
"20573","4",2,18,"b"
"20574","5",2,18,"b"
"20575","こと",1,18,"b"
"20576","の",1,18,"b"
"20577","よう",1,18,"b"
"20578","時",1,18,"b"
"20579","いう",1,17,"b"
"20580","する",1,17,"b"
"20581","受ける",1,17,"b"
"20582","合う",1,17,"b"
"20583","笑う",1,17,"b"
"20584","話す",1,17,"b"
"20585","連ねる",1,17,"b"
"20586","運ぶ",1,17,"b"
"20587","いる",1,17,"b"
"20588","くれる",1,17,"b"
"20589","了解",1,17,"b"
"20590","先発",1,17,"b"
"20591","声援",1,17,"b"
"20592","応援",1,17,"b"
"20593","照準",1,17,"b"
"20594","お立ち台",1,17,"b"
"20595","ちょっかい",1,17,"b"
"20596","イジリ",1,17,"b"
"20597","ウグイス",2,17,"b"
"20598","スタメン",1,17,"b"
"20599","メットライフ",1,17,"b"
"20600","久々",1,17,"b"
"20601","二塁",1,17,"b"
"20602","出身",1,17,"b"
"20603","地元",1,17,"b"
"20604","嬢",2,17,"b"
"20605","安打",1,17,"b"
"20606","左中間",1,17,"b"
"20607","暗黙",1,17,"b"
"20608","本塁打",1,17,"b"
"20609","以来",1,17,"b"
"20610","５月",1,17,"b"
"20611","パ・リーグ",1,17,"b"
"20612","日本ハム",2,17,"b"
"20613","杉谷",1,17,"b"
"20614","東京",1,17,"b"
"20615","練馬",1,17,"b"
"20616","西武",2,17,"b"
"20617","区",1,17,"b"
"20618","回",1,17,"b"
"20619","年",2,17,"b"
"20620","日",1,17,"b"
"20621","番",1,17,"b"
"20622","都",1,17,"b"
"20623","０",1,17,"b"
"20624","１",2,17,"b"
"20625","２",4,17,"b"
"20626","３",1,17,"b"
"20627","５",3,17,"b"
"20628","６",2,17,"b"
"20629","８",2,17,"b"
"20630","の",1,17,"b"
"20631","する",4,16,"b"
"20632","そえる",1,16,"b"
"20633","なる",1,16,"b"
"20634","作る",1,16,"b"
"20635","投げる",1,16,"b"
"20636","挙がる",1,16,"b"
"20637","流れる",1,16,"b"
"20638","走る",1,16,"b"
"20639","走れる",1,16,"b"
"20640","いる",1,16,"b"
"20641","合う",1,16,"b"
"20642","スカウト",1,16,"b"
"20643","争奪",1,16,"b"
"20644","投球",1,16,"b"
"20645","挑戦",1,16,"b"
"20646","獲得",1,16,"b"
"20647","確認",1,16,"b"
"20648","自炊",1,16,"b"
"20649","警戒",1,16,"b"
"20650","驚嘆",1,16,"b"
"20651","アイデア",1,16,"b"
"20652","オフ",1,16,"b"
"20653","コーチ",2,16,"b"
"20654","ソテー",1,16,"b"
"20655","チーム",1,16,"b"
"20656","ノー",1,16,"b"
"20657","ビデオ",1,16,"b"
"20658","ポーク",1,16,"b"
"20659","ヤ",1,16,"b"
"20660","ラリー",1,16,"b"
"20661","ロースト",1,16,"b"
"20662","一丸",1,16,"b"
"20663","丸裸",1,16,"b"
"20664","二塁打",1,16,"b"
"20665","候補",1,16,"b"
"20666","入念",1,16,"b"
"20667","写真",1,16,"b"
"20668","塁",1,16,"b"
"20669","打撃",3,16,"b"
"20670","投手",1,16,"b"
"20671","映像",1,16,"b"
"20672","機動",1,16,"b"
"20673","海藻",1,16,"b"
"20674","選手",1,16,"b"
"20675","鮭",1,16,"b"
"20676","これ",1,16,"b"
"20677","それ",1,16,"b"
"20678","当初",1,16,"b"
"20679","チャイルド",1,16,"b"
"20680","ニューヨーク",1,16,"b"
"20681","ヤンキース",1,16,"b"
"20682","ロス",1,16,"b"
"20683","大谷",3,16,"b"
"20684","後藤",1,16,"b"
"20685","田中",1,16,"b"
"20686","米",1,16,"b"
"20687","茂樹",1,16,"b"
"20688","有力",1,16,"b"
"20689","力",2,16,"b"
"20690","戦",1,16,"b"
"20691","済み",1,16,"b"
"20692","軍",1,16,"b"
"20693","類",1,16,"b"
"20694","２",1,16,"b"
"20695","以上",2,16,"b"
"20696","日",1,16,"b"
"20697","せる",1,15,"b"
"20698","られる",3,15,"b"
"20699","れる",3,15,"b"
"20700","ある",1,15,"b"
"20701","しれる",1,15,"b"
"20702","する",15,15,"b"
"20703","なる",9,15,"b"
"20704","下す",1,15,"b"
"20705","乗り越える",1,15,"b"
"20706","似る",1,15,"b"
"20707","加える",1,15,"b"
"20708","効く",1,15,"b"
"20709","受ける",1,15,"b"
"20710","外れる",1,15,"b"
"20711","就く",1,15,"b"
"20712","強いる",1,15,"b"
"20713","彩る",1,15,"b"
"20714","挙げる",2,15,"b"
"20715","敗れる",1,15,"b"
"20716","断ち切れる",1,15,"b"
"20717","無くなる",2,15,"b"
"20718","相次ぐ",1,15,"b"
"20719","知れる",1,15,"b"
"20720","立たす",1,15,"b"
"20721","終わる",1,15,"b"
"20722","行う",1,15,"b"
"20723","要する",1,15,"b"
"20724","計る",1,15,"b"
"20725","誇る",1,15,"b"
"20726","いる",6,15,"b"
"20727","おる",2,15,"b"
"20728","くる",1,15,"b"
"20729","みる",1,15,"b"
"20730","優勝",1,15,"b"
"20731","先発",1,15,"b"
"20732","出場",1,15,"b"
"20733","判明",2,15,"b"
"20734","加入",1,15,"b"
"20735","失点",2,15,"b"
"20736","守備",1,15,"b"
"20737","実戦",3,15,"b"
"20738","就任",1,15,"b"
"20739","帰",1,15,"b"
"20740","影響",1,15,"b"
"20741","復帰",7,15,"b"
"20742","手術",4,15,"b"
"20743","打撲",1,15,"b"
"20744","故障",5,15,"b"
"20745","検査",2,15,"b"
"20746","消化",2,15,"b"
"20747","登板",4,15,"b"
"20748","監督",1,15,"b"
"20749","続出",1,15,"b"
"20750","診断",1,15,"b"
"20751","試合",4,15,"b"
"20752","負傷",1,15,"b"
"20753","貯金",2,15,"b"
"20754","連敗",1,15,"b"
"20755","降板",2,15,"b"
"20756","離脱",1,15,"b"
"20757","骨折",3,15,"b"
"20758","あと",1,15,"b"
"20759","ただ",1,15,"b"
"20760","アッパー",1,15,"b"
"20761","ギャラリー",1,15,"b"
"20762","グラシアル",3,15,"b"
"20763","サファテ",2,15,"b"
"20764","ジュリスベル・グラシアル",1,15,"b"
"20765","スアレス",2,15,"b"
"20766","スタメン",2,15,"b"
"20767","セット",1,15,"b"
"20768","タイミング",1,15,"b"
"20769","ピンチ",1,15,"b"
"20770","ヘルニア",1,15,"b"
"20771","ヤフオクドーム",1,15,"b"
"20772","リハビリ",4,15,"b"
"20773","一塁",1,15,"b"
"20774","不動",1,15,"b"
"20775","中心",1,15,"b"
"20776","候補",1,15,"b"
"20777","内野",1,15,"b"
"20778","写真",1,15,"b"
"20779","初回",1,15,"b"
"20780","助っ人",1,15,"b"
"20781","右",5,15,"b"
"20782","右肩",3,15,"b"
"20783","右腕",1,15,"b"
"20784","塁",1,15,"b"
"20785","売り子",1,15,"b"
"20786","夏",1,15,"b"
"20787","岩",2,15,"b"
"20788","嵜",1,15,"b"
"20789","嵜翔",1,15,"b"
"20790","左",1,15,"b"
"20791","左手",2,15,"b"
"20792","左肩",1,15,"b"
"20793","巨",1,15,"b"
"20794","巨投",1,15,"b"
"20795","戦い",1,15,"b"
"20796","戦前",1,15,"b"
"20797","投手",1,15,"b"
"20798","指",3,15,"b"
"20799","日本一",1,15,"b"
"20800","昨季",3,15,"b"
"20801","時点",1,15,"b"
"20802","替え",1,15,"b"
"20803","最多",1,15,"b"
"20804","最大",1,15,"b"
"20805","本命",1,15,"b"
"20806","本拠地",1,15,"b"
"20807","柱",1,15,"b"
"20808","椎間板",1,15,"b"
"20809","楽天",3,15,"b"
"20810","王者",1,15,"b"
"20811","球場",1,15,"b"
"20812","理由",1,15,"b"
"20813","病院",1,15,"b"
"20814","痛手",1,15,"b"
"20815","箇所",2,15,"b"
"20816","総勢",1,15,"b"
"20817","美女",2,15,"b"
"20818","肘",4,15,"b"
"20819","股関節",1,15,"b"
"20820","膝",1,15,"b"
"20821","苦境",1,15,"b"
"20822","華",1,15,"b"
"20823","足首",1,15,"b"
"20824","連鎖",1,15,"b"
"20825","過程",1,15,"b"
"20826","違和感",4,15,"b"
"20827","選手",1,15,"b"
"20828","関節",2,15,"b"
"20829","それ",2,15,"b"
"20830","今季",5,15,"b"
"20831","以来",1,15,"b"
"20832","以降",1,15,"b"
"20833","近年",1,15,"b"
"20834","途中",1,15,"b"
"20835","間近",1,15,"b"
"20836","すず",1,15,"b"
"20837","キング・オブ・クローザー",1,15,"b"
"20838","ジョン",2,15,"b"
"20839","ソフトバンク",5,15,"b"
"20840","デニス",1,15,"b"
"20841","トミー",2,15,"b"
"20842","ホークス",1,15,"b"
"20843","五十嵐",2,15,"b"
"20844","亮太",1,15,"b"
"20845","今宮",2,15,"b"
"20846","健太",1,15,"b"
"20847","公",1,15,"b"
"20848","内川",2,15,"b"
"20849","和田",2,15,"b"
"20850","工藤",1,15,"b"
"20851","広瀬",1,15,"b"
"20852","康",1,15,"b"
"20853","東浜",4,15,"b"
"20854","毅",1,15,"b"
"20855","福岡ドーム",1,15,"b"
"20856","米国",1,15,"b"
"20857","聖一",1,15,"b"
"20858","西武",1,15,"b"
"20859","圧倒的",1,15,"b"
"20860","明らか",1,15,"b"
"20861","無理",1,15,"b"
"20862","精密",1,15,"b"
"20863","か月",2,15,"b"
